fv_net_navn,aar,vaerk_navn,vaerk_kommune,vrktypenavn,kvoteaktivitet,DB07,NR117,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ,match_type,idriftdato
Durup Fjernvarme,2021,Durup Fjernvarme,779,Decentralt værk,0.0,1059000.0,1050090.0,16.2,2.02,13.379999999999999,48.4780644,33.4944,33.4944,11.5956,11.5956,2.2407175689,0.7592824311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7380644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6212,0.0,0.1188,0.0,net,1964-01-01
Dybvad Fjernvarme,2021,Dybvad Varmeværk Amba,813,Fjernvarmeværk,0.0,353000.0,350030.0,2.5,0.0,2.5,35.595,31.7124,31.7124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.595,0.0,0.0,0.0,0.0,0.0,0.0,net,1996-01-01
Ebeltoft Fjernvarme,2021,Ebeltoft Fjernvarmeværk,706,Fjernvarmeværk,0.0,2236900.0,2220150.0,40.35,0.0,46.05,218.1502947,227.641536,227.641536,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1007947,0.0,0.0,0.0,0.0,0.0,0.0,217.928,0.0,0.0,0.0,0.1215,0.0,0.0,0.0,0.0,net,1989-01-01
Egedal fjernvarmenet,2021,Stengårdsskolen,240,Decentralt værk,0.0,3883000.0,3850330.0,15.67,0.885,14.625,80.8698904,79.74363600000001,79.74363600000001,2.0699316000000003,2.0699316000000003,9.4390154902,1.5609845098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.372966400000003,0.0,0.0,0.0,48.44370000000001,0.0,0.14350000000000002,0.0,0.0,5.909724,0.0,0.0,0.0,net,2014-01-01
Egtved Fjernvarme,2021,Egtved Varmeværk Søndergade 35,630,Decentralt værk,0.0,2118000.0,2100180.0,32.827,3.73,27.967,107.3058992,95.1048,95.1048,12.5136,12.5136,5.2519543516,0.7480456484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8025992,0.0,0.0,8.0765,1.0044,0.0,0.0,0.0,0.0,15.6888,0.0,5.8788,2.8548,net,1995-01-01
Ejby Fjernvarme,2021,Ejby Fjernvarme A.m.b.a.,410,Decentralt værk,0.0,1404400.0,1400040.0,22.39,6.7,14.64,40.3431336,26.50428,26.50428,13.24332,13.24332,2.5668392245,1.4331607755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3431336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1960-01-01
Ejsing Fjernvarme,2021,Ejsing Fjernvarme A.M.B.A.,661,Fjernvarmeværk,0.0,706000.0,700060.0,2.0,0.0,2.0,12.399,11.9448,11.9448,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.555,0.0,0.0,0.0,2.844,0.0,0.0,0.0,net,2014-02-06
Ejstrupholm Fjernvarme,2021,Ejstrupholm Varmeværk,756,Decentralt værk,0.0,1765000.0,1750150.0,26.76,3.64,24.11,86.1401592,68.10408000000001,65.26368,15.15312,15.14808,4.2602299224,0.7397700776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8825192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61884,0.0,13.96512,15.67368,net,1994-01-01
Engesvang-Moselund Fjernvarme,2021,Engesvang Moselund K.V.V.,756,Decentralt værk,0.0,1059000.0,1050090.0,17.725,3.06,13.23,79.4442036,65.8998,65.8998,7.1248104,7.1248104,2.235582531,0.764417469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2392936,0.0,0.0,0.0,0.0,50.20491000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1981-07-01
Esbjerg-Varde Fjernvarme,2021,Vester Nebel Varmeværk,561,Fjernvarmeværk,14.0,11515790.0,11434430.0,1296.497,393.4,835.49,14939.064304922,4402.1884900000005,4291.08681,5803.37748,5299.23204,26.902812915,3.8255938455000003,0.2715932396,12481.9866,69.0067818,0.0,17.54304851,0.0,0.130778,67.8100896,2060.1736,58.951452,0.0,0.0,5.6301,0.0,27.489734999999996,4.31184,0.0,0.0,146.030280012,0.0,net,1964-01-01
Faaborg Fjernvarme,2021,FFV Varme A/S,430,Decentralt værk,0.0,1412000.0,1400120.0,42.0,7.5,37.96,254.5137972,201.86280000000002,199.67011200000002,29.772,29.772,2.4280741427,1.5719258573000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.3680332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62999600000001,85.51576799999998,net,1995-01-01
Farstrup-Kølby Fjernvarme,2021,Farstrup Produktion,851,Decentralt værk,0.0,706000.0,700060.0,4.9,1.3,3.1,33.9074208,21.627000000000002,21.627000000000002,8.5356,8.5356,1.2675029288,0.7324970712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9074208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-01-01
Farsø Fjernvarme,2021,Farsø Fjernvarmeværk,820,Fjernvarmeværk,0.0,1765000.0,1750150.0,31.0,0.0,33.0,159.2198676,163.6344,163.6344,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07646760000000001,0.0,0.0,0.0,132.201,0.0,0.0,0.0,0.0,26.9424,0.0,0.0,0.0,net,1985-08-01
Fasterholt Fjernvarme,2021,Verdo Varme Herning Fasterholt,657,Fjernvarmeværk,0.0,706000.0,700060.0,1.9,0.0,1.9,15.770513919999999,12.830616,12.830616,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07231391999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6982,0.0,0.0,0.0,0.0,0.0,0.0,net,1992-01-01
Faxe Fjernvarme,2021,Faxe Fjernvarmeselskab Knudsvej 2,320,Fjernvarmeværk,11.0,1647200.0,1630140.0,16.240000000000002,0.0,16.240000000000002,103.7665944,98.6859,97.59870000000001,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6121744000000002,0.0,0.0,0.0,83.1096,0.0,0.0,0.0,18.04482,0.0,0.0,0.0,0.0,net,1979-01-01
Feldborg Fjernvarme,2021,Feldborg Kraftvarmeværk A.m.b.a.,657,Decentralt værk,0.0,1412000.0,1400120.0,8.05,1.32,6.4,23.822864316,20.6208,20.6208,2.731896,2.731896,2.5347912202,1.4652087798000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.685664316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1372,0.0,0.0,0.0,net,1994-08-06
Fensmark Fjernvarme,2021,Fensmark Fjernvarmeværk,370,Decentralt værk,12.0,937300.0,930070.0,9.8,0.0,11.7,114.30500040000001,114.56532,99.46260000000001,0.0,0.0,2.7691736315,0.0,0.2308263685,0.0,0.0,0.0,0.0,0.0,0.0,20.9760804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.93532,0.0,0.0,6.3936,0.0,net,1998-02-25
Filskov Fjernvarme,2021,Filskov Energiselskab,530,Decentralt værk,0.0,1412000.0,1400120.0,6.8100000000000005,1.72,4.95,110.248379,55.03176,55.03176,43.43750640000001,43.43750640000001,2.492480054,1.507519946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.05845399999998,0.0,0.0,0.0,6.189925,0.0,0.0,0.0,0.0,0.0,0.0,net,1992-10-01
Fjernvarme Fyn,2021,Bækskov Fjernvarmecentral,440,Fjernvarmeværk,69.0,36288150.0,36051750.0,2158.789,482.247,1625.15,14348.204836823199,10258.61792,10247.02392,3430.01988,2917.369836,81.0706954549,22.9289154807,0.0003890644,5636.07906432,110.0615823,0.0,294.11983134999997,0.0,0.0065780000000000005,280.24246008,2968.0592222,628.10779167118,2317.015140402,749.172325,254.6484029,20.328273,0.0,703.0900976,0.0,0.0,387.274068,0.0,net,1960-01-01
Fjerritslev Fjernvarme,2021,Fjerritslev Fjernvarme Industrivej 27,849,Fjernvarmeværk,0.0,1059000.0,1050090.0,30.0,0.0,34.0,205.9884,246.71808,246.71808,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.06060000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.9278,0.0,net,2004-10-01
Flauenskjold Fjernvarme,2021,Flauenskjold Varmeværk A.m.b.a,810,Decentralt værk,0.0,1412000.0,1400120.0,8.01,0.73,6.67,26.192998799999998,22.9392,22.8204,2.3508,2.3508,3.2787877281,0.7212122719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.267398800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.925599999999999,0.0,0.0,0.0,net,1993-01-01
Frederiks Fjernvarme,2021,Frederiks Varmeværk,791,Decentralt værk,0.0,1412000.0,1400120.0,20.845,3.8200000000000003,16.4,104.7897468,66.89016,66.89016,32.687208,32.687208,2.5320373023,1.4679626977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5325468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2572,0.0,0.0,0.0,net,1986-06-11
Frederikshavn Fjernvarme,2021,Varmecentral Niels Juelsvej,813,Fjernvarmeværk,5.0,4077020.0,4054080.0,92.16,2.78,97.82,708.7706734,631.6798,631.17676,65.73534120000001,52.73494524,8.9442561443,2.0395276478,0.016216208,0.0,0.0,0.0,2.2784624,0.0,0.0,196.754382,369.7068,11.127928999999998,0.0,0.0,1.2615,0.0,0.0,0.2628,0.0,0.0,47.1744,80.20439999999999,net,1986-01-01
Frederikssund Fjernvarme,2021,Frederikssund Kraftvarmeværk,250,Decentralt værk,9.0,3014700.0,3000100.0,77.15,10.8,62.04,282.095019,270.776088,270.776088,8.539200000000003,8.539200000000003,7.413434838400001,1.5865651616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.12373500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.44304,0.0,0.0,54.480095999999996,2.048148,net,1986-01-01
Frederiksværk Fjernvarme,2021,Halsnæs Forsyning A/S (Havnevej),260,Fjernvarmeværk,0.0,2118000.0,2100180.0,52.199999999999996,0.0,52.4,413.298,413.298,413.298,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.792,0.0,0.0,0.0,0.0,0.0,0.0,294.318,0.0,111.978,6.21,0.0,0.0,0.0,0.0,0.0,net,1986-01-01
Frifelt Fjernvarme,2021,Frifelt-Roager Kraftvarme AMBA,550,Decentralt værk,0.0,351100.0,350010.0,4.25,1.85,2.4,52.6569516,29.0088,29.0088,17.1972,17.1972,0.2754508106,0.7245491894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5933624,0.0,48.0635892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1997-01-01
Frøslev Fjernvarme,2021,Sdr. Herreds Kraftvarmeværker Frøslev,773,Decentralt værk,0.0,1053300.0,1050030.0,3.41,0.66,2.59,13.524825600000002,11.651076,11.651076,0.2789244,0.2789244,2.2515477456,0.7484522544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5933456000000001,0.0,0.0,0.0,0.0,11.93148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1993-11-01
Frøstrup Fjernvarme,2021,Dolle A/S,787,Erhvervsværk,0.0,162300.0,160000.0,0.9,0.0,0.9,14.2884,14.2884,4.812,0.0,0.0,0.336776686,0.0,0.663223314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1992-01-01
Fuglebjerg Fjernvarme,2021,Fuglebjerg Fjernvarme,370,Fjernvarmeværk,0.0,1059000.0,1050090.0,16.3,0.0,18.6,85.0113,96.82920000000001,96.82920000000001,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7089,0.0,0.0,0.0,0.0,18.3024,0.0,0.0,0.0,net,2001-10-06
Føns Fjernvarmenet,2021,Føns Nærvarme,410,Fjernvarmeværk,0.0,706000.0,700060.0,0.4,0.0,0.4,5.554388,3.57336,3.57336,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2015-10-15
Galten Fjernvarme,2021,Galten Varmeværk Rødikvej 87,746,Fjernvarmeværk,0.0,1059000.0,1050090.0,15.700000000000001,0.0,18.1,204.285,181.8,181.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.92500000000001,0.0,0.0,0.0,0.0,0.0,0.0,31.158,59.202,net,1994-01-01
Gassum-Hvidsten Fjernvarme,2021,Gassum-Hvidsten Kraftvarmeværk,730,Decentralt værk,0.0,1053300.0,1050030.0,5.6,1.3,4.6,25.4208772,23.62644,23.042520000000003,0.0280476,0.0278784,2.2752331266,0.7247668734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08937720000000002,0.0,0.0,25.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1995-01-01
Gedser Fjernvarme,2021,REFA Gedser Fjernvarme A/S,376,Fjernvarmeværk,0.0,706000.0,700060.0,4.5,0.0,4.5,39.681000000000004,39.681000000000004,37.1988,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.103,0.0,0.0,0.0,0.0,0.0,7.578,0.0,0.0,0.0,net,2012-01-01
Gedsted Fjernvarme,2021,Gedsted Varmeværk,820,Decentralt værk,0.0,1412000.0,1400120.0,9.18,1.72,7.3100000000000005,69.522564,44.928,44.928,19.7388,19.7388,2.5282378266,1.4717621734000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43164,0.0,54.39992399999999,0.0,14.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1988-10-24
Gelsted Fjernvarme,2021,Gelsted Fjernvarme a.m.b.a.,410,Decentralt værk,0.0,706000.0,700060.0,7.4,0.0,6.9,69.1031258,61.9236,61.9236,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7272332,0.0,0.0,0.0,67.37589259999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1971-01-01
Genner Fjernvarme,2021,Genner Kraftvarmeværk,580,Decentralt værk,0.0,1412000.0,1400120.0,5.034,0.92,4.039,25.4010496,22.898556,22.527072,0.5436,0.5436,3.251869981,0.748130019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5485976,0.0,0.0,0.0,0.0,16.71394,0.0,0.0,0.0,0.0,0.0,2.422764,4.715748,net,1995-09-01
Gilleleje Fjernvarme,2021,Gilleleje Fjernvarmeselskab Fiskerengen 2,270,Fjernvarmeværk,0.0,706000.0,700060.0,10.0,0.0,11.2,152.94311,164.40120000000002,164.40120000000002,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.94311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1995-10-23
Give Fjernvarme,2021,Give Fjernvarme (Energivej 3),630,Fjernvarmeværk,0.0,1059000.0,1050090.0,27.45,0.0,27.45,198.3050772,162.01422000000002,162.01422000000002,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9115572,0.0,0.0,0.0,135.3246,0.0,0.0,0.0,0.0,0.0,0.0,47.06892000000001,0.0,net,2011-01-01
Gjerlev Fjernvarme,2021,Gjerlev Varmeværk,730,Fjernvarmeværk,0.0,706000.0,700060.0,4.5,0.0,4.5,25.95844,26.09784,26.09784,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.025,0.0,0.0,0.0,0.0,0.0,4.933440000000001,0.0,0.0,0.0,net,2014-08-04
Gjerrild,2021,Gjerrild,707,Fjernvarmeværk,0.0,706000.0,700060.0,2.8,0.0,2.8,20.80002,17.244,17.2242,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.21522,0.0,0.0,0.0,0.0,0.0,0.0,20.5848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2000-01-01
Gjøl Fjernvarme,2021,Gjøl Private Kraftvarmeværk A.m.b.a.,849,Decentralt værk,0.0,1404400.0,1400040.0,8.5,1.48,6.7,39.023819200000005,39.33936,39.33936,0.70416,0.70416,2.3934495264,1.6065504736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0648192000000005,0.0,0.0,0.0,32.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1993-12-23
Gl. Rye,2021,Rye Kraftvarmeværk A.m.b.a.,746,Decentralt værk,0.0,1412000.0,1400120.0,7.6094,0.85,7.978,40.977997200000004,38.354148,37.903716,0.0288,0.0288,3.2531484219999998,0.746851578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4323972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8052,0.0,6.807589200000001,14.9328108,net,1996-02-12
Glamsbjerg-Haarby Fjernvarme,2021,Teglværksvej 10,420,Decentralt værk,0.0,2824000.0,2800240.0,38.19,6.96,30.77,226.19349359999998,218.48486400000002,218.121624,4.4498880000000005,4.3973028,5.7151478989,2.2848521011000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7033056,0.0,0.0,0.0,195.490188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1985-01-01
Glesborg Fjernvarme,2021,Glesborg Varmeværk,707,Fjernvarmeværk,0.0,706000.0,700060.0,4.5,0.0,4.5,28.2359382,24.976080000000003,24.9516,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2819382,0.0,0.0,0.0,0.0,0.0,0.0,27.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1993-10-01
Glyngøre Fjernvarme,2021,Glyngøre Fjernvarmeværk,779,Decentralt værk,0.0,706000.0,700060.0,4.9,0.9,3.7,26.5396428,17.9316,17.9316,6.6096,6.6096,1.2687185428,0.7312814572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5396428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1996-01-23
Gram Fjernvarme,2021,Gram Fjernvarme,510,Decentralt værk,5.0,1904300.0,1880150.0,47.730000000000004,0.0,48.45,117.32892120000001,100.53864,100.53864,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4426812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58184,58.528800000000004,0.0,29.7756,0.0,net,1996-01-01
Grenå Fjernvarme,2021,Grenå Varmeværk,707,Fjernvarmeværk,0.0,3530000.0,3500300.0,120.8,0.0,131.6,623.35447,620.2862,620.2862,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.51947,0.0,0.0,0.0,0.0,0.0,0.0,490.272,0.0,0.0,0.0,0.0,58.985,0.0,22.07808,44.49992,net,1997-01-01
Grevinge-Herrestrup Fjernvarme,2021,Grevinge-Herrestrup Kraftvarmeværk,306,Decentralt værk,0.0,1053300.0,1050030.0,9.05,2.02,6.3,40.4209928,28.000439999999998,28.000439999999998,2.6244,2.592,2.2128444626,0.7871555374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3083928,0.0,0.0,0.0,0.0,28.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-01-01
Grindsted Fjernvarme,2021,International N&H Danmark ApS,530,Erhvervsværk,8.0,4181700.0,4140300.0,105.76,3.3,99.15,926.71992949,883.1904000000001,398.81040000072,45.20178,23.61114,10.4836503184,1.6357111354,0.8806385462999999,0.0,0.0,0.0,21.01720149,0.0,0.0,56.105478,0.0,70.61865,0.0,626.6310000000001,0.0,0.0,0.0,126.1,0.0,0.0,26.2476,0.0,net,1986-01-01
Gråsten Fjernvarme,2021,Central Bocks Bjerg,540,Decentralt værk,5.0,2824000.0,2800240.0,54.5,5.4,47.66,225.19260976,208.323,208.323,2.12976,2.12976,6.4446600623000005,1.5553399377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.415809759999998,0.0,0.0,163.7398,0.0,0.0,3.5134,0.0,0.0,43.5236,0.0,0.0,0.0,net,1955-01-01
Græsted Fjernvarme,2021,Græsted Fjernvarme A.m.b.a,270,Fjernvarmeværk,0.0,1412000.0,1400120.0,22.88,0.0,19.5,77.17858102,85.852332,85.850532,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.59069102,0.0,0.0,0.0,0.0,0.0,0.0,75.58788999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1995-12-01
Gylling-Ørting-Falling Fjernv.,2021,Odder Varmeværk Persievej 5,727,Decentralt værk,0.0,1053300.0,1050030.0,11.8,3.04,9.91,56.848339440000004,55.56096,53.756280000000004,1.1808,1.1808,2.2532452437,0.7467547563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52137944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75464,26.57232,net,1995-09-01
Gølstrup-Hundelev-Vittrup,2021,Løkkenvejens Kraftvarme,860,Decentralt værk,0.0,1059000.0,1050090.0,8.719999999999999,2.68,5.54,37.9955652,28.566000000000003,27.8136,4.251600000000001,4.1976,2.2294149523,0.7705850477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5050652,0.0,0.0,24.4905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1997-08-01
Gørding Fjernvarme,2021,Gørding Varmeværk Annesmindevej 7,561,Fjernvarmeværk,0.0,706000.0,700060.0,9.850000000000001,0.0,9.850000000000001,74.53005,72.7126,72.7126,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.55645000000001,0.0,0.0,0.0,0.0,11.9736,0.0,0.0,0.0,net,1987-10-01
Haderslev Fjernvarme,2021,Haderslev Fjernvarme Posthussvinget 1,510,Fjernvarmeværk,3.0,2820200.0,2800200.0,51.55,3.02,50.68,573.4606536,586.66248,584.85168,1.4328,1.4328,7.2724133725,0.7275866275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3522536,0.0,0.0,0.0,545.1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1959-09-01
Haderup Fjernvarme,2021,Haderup Kraftvarmeværk,657,Decentralt værk,0.0,1412000.0,1400120.0,8.129999999999999,1.32,6.5,24.391973376,21.407544,21.407544,3.019716,3.019716,2.6251634243,1.3748365757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.903953376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.488020000000001,0.0,0.0,0.0,net,1993-03-01
Hadsten Fjernvarme,2021,Hadsten Varmeværk Central Syd,710,Fjernvarmeværk,0.0,2471000.0,2450210.0,58.5,0.0,54.8,341.27650800000004,302.9976,302.2776,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5445440000000001,0.0,0.0,299.85836400000005,0.0,0.0,1.062,0.0,0.0,38.8116,0.0,0.0,0.0,net,1988-01-01
Hadsund By Fjernvarme,2021,Hornbech,846,Fjernvarmeværk,0.0,5050620.0,5020290.0,60.11,2.7600000000000002,56.47,273.367750514,283.270752,282.93408,4.7052,4.7052,11.7757259265,2.2242740735,0.0,0.0,0.0,0.0,3.23073916,0.0,0.0,14.1684444,0.0,0.0,0.0,215.795014954,0.0,0.0,0.0,0.114372,40.05918,0.0,0.0,0.0,net,1996-01-01
Hallund Fjernvarme,2021,Hallund Kraftvarmeværk A.m.b.a.,810,Decentralt værk,0.0,702200.0,700020.0,2.0,0.0,2.0,13.719038999999999,11.570094,11.570094,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052074,0.0,0.0,13.392925,0.0,0.27404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-12-01
Hals Fjernvarme,2021,Hals Fjernvarme AmbA,851,Fjernvarmeværk,0.0,1089200.0,1083960.0,14.2,0.0,15.0,101.08974,104.202,104.202,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8855,59.38704,0.0,0.0,0.0,9.817200000000001,0.0,0.0,0.0,0.0,net,1992-01-01
Halvrimmen Fjernvarme,2021,Halvrimmen-Arentsminde Kraftv.værk Amba,849,Decentralt værk,0.0,1755500.0,1750050.0,9.247,1.32,8.192,48.9053012,43.056827999999996,43.056827999999996,2.7396000000000003,2.6784,3.5268266765,1.4731733235000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6786112,0.0,0.0,0.0,0.0,0.0,18.60845,0.0,0.0,0.0,0.0,5.2162812,10.4019588,net,1993-01-01
Hammel Fjernvarme,2021,Fårvang Varmeværk,740,Fjernvarmeværk,7.0,5648000.0,5600480.0,115.818,0.0,113.05,956.07530733,931.4178840000001,931.4178840000001,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.68441933,0.0,0.0,2.9761379999999997,434.6056,0.0,239.61600000000004,261.3777,0.0,8.1725,0.12255,0.0,0.0,0.0,4.208399999999999,3.312,net,1957-09-01
Hammershøj Fjernvarme,2021,Hammershøj Fjernvarmeværk,791,Decentralt værk,0.0,1412000.0,1400120.0,11.1,2.0,9.879999999999999,48.3430716,38.2428,37.1268,9.892800000000001,9.8676,3.2706611351,0.7293388649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2314716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3412,0.0,3.3552,6.415199999999999,net,1986-10-01
Hammershøj-Østerby Fjernvarme (lukket pr. 1. januar 2022),2021,Øland Kraftvarmeværk A.m.b.a,849,Decentralt værk,0.0,351100.0,350010.0,1.5,0.0,1.8,13.8009204,11.682,11.5092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0434204,0.0,0.0,0.0,0.0,0.0,12.7575,0.0,0.0,0.0,0.0,0.0,0.0,net,1993-12-01
Hanstholm Fjernvarme,2021,Hanstholm Kraftvarme,787,Decentralt værk,1.0,808010.0,800080.0,21.8,0.0,21.8,112.65314000000001,120.78083999999998,120.04684,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1983,0.0,0.0,0.0,15.67584,0.0,0.0,15.779,0.0,net,1982-01-01
Harboøre Fjernvarme,2021,Harboøre Varmeværk A.m.b.A.,665,Decentralt værk,0.0,706000.0,700060.0,9.0,1.0,7.0,102.25621,72.36720000000001,70.5096,21.15,21.15,1.3474504264,0.6525495736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.271,0.0,0.0,5.98521,0.0,0.0,0.0,0.0,0.0,net,1992-01-01
